20.10.19 05:17:39.600 37.663063N 122.489326W 29.58C 1005.26| 0.00C 0.00| 0.00C 0.00| dv<1.29 0.73 9.61> r<0.03 -0.00 0.01>
20.10.19 05:23:02.500 37.663109N 122.489273W 28.54C 1005.28| 25.89C 1004.40| 22.54C 1005.86| dv<1.26 0.71 9.71> r<0.02 -0.00 0.01>
20.10.19 05:23:02.600 37.663109N 122.489273W 28.54C 1005.28| 25.89C 1004.38| 22.53C 1005.84| dv<1.26 0.72 9.66> r<0.02 -0.00 0.01>
20.10.19 05:23:02.700 37.663109N 122.489273W 28.54C 1005.28| 25.89C 1004.38| 22.54C 1005.86| dv<1.26 0.68 9.58> r<0.02 0.00 0.01>
20.10.19 05:23:02.800 37.663109N 122.489273W 28.54C 1005.28| 25.89C 1004.39| 22.54C 1005.84| dv<1.27 0.74 9.62> r<0.03 0.00 0.01>
20.10.19 05:23:02.900 37.663109N 122.489273W 28.54C 1005.28| 25.89C 1004.38| 22.54C 1005.84| dv<1.25 0.70 9.60> r<0.02 0.00 0.01>
20.10.19 05:23:03.000 37.663109N 122.489273W 28.54C 1005.28| 25.89C 1004.37| 22.54C 1005.84| dv<1.26 0.73 9.62> r<0.02 -0.00 0.01>
20.10.19 05:23:03.100 37.663109N 122.489273W 28.54C 1005.28| 25.89C 1004.39| 22.54C 1005.85| dv<1.28 0.71 9.60> r<0.02 -0.00 0.01>
20.10.19 05:23:03.200 37.663109N 122.489273W 28.54C 1005.28| 25.89C 1004.40| 22.54C 1005.83| dv<1.27 0.71 9.67> r<0.02 -0.00 0.01>
20.10.19 05:23:03.300 37.663109N 122.489273W 28.54C 1005.28| 25.89C 1004.40| 22.54C 1005.81| dv<1.26 0.70 9.64> r<0.03 -0.00 0.01>
20.10.19 05:23:03.400 37.663109N 122.489273W 28.54C 1005.28| 25.89C 1004.40| 22.54C 1005.82| dv<1.24 0.70 9.66> r<0.02 -0.00 0.01>
20.10.19 05:23:03.500 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.38| 22.54C 1005.86| dv<1.24 0.73 9.64> r<0.02 -0.00 0.01>
20.10.19 05:23:03.600 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.39| 22.54C 1005.82| dv<1.28 0.71 9.67> r<0.02 -0.00 0.01>
20.10.19 05:23:03.700 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.43| 22.54C 1005.86| dv<1.22 0.72 9.65> r<0.02 -0.00 0.02>
20.10.19 05:23:03.800 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.39| 22.53C 1005.83| dv<1.28 0.73 9.65> r<0.03 -0.00 0.01>
20.10.19 05:23:03.900 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.41| 22.54C 1005.89| dv<1.28 0.72 9.70> r<0.03 0.00 0.01>
20.10.19 05:23:04.000 37.663109N 122.489273W 28.54C 1005.28| 25.89C 1004.39| 22.54C 1005.86| dv<1.25 0.71 9.61> r<0.02 -0.00 0.01>
20.10.19 05:23:04.100 37.663109N 122.489273W 28.54C 1005.28| 25.89C 1004.38| 22.54C 1005.83| dv<1.22 0.68 9.65> r<0.03 -0.00 0.01>
20.10.19 05:23:04.200 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.39| 22.54C 1005.88| dv<1.21 0.70 9.60> r<0.03 -0.00 0.01>
20.10.19 05:23:04.300 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.42| 22.55C 1005.86| dv<1.24 0.71 9.65> r<0.03 -0.00 0.01>
20.10.19 05:23:04.400 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.40| 22.54C 1005.83| dv<1.26 0.69 9.61> r<0.02 -0.01 0.01>
20.10.19 05:23:04.500 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.38| 22.54C 1005.84| dv<1.29 0.70 9.62> r<0.03 0.00 0.01>
20.10.19 05:23:04.600 37.663109N 122.489273W 28.54C 1005.28| 25.89C 1004.38| 22.54C 1005.85| dv<1.24 0.75 9.66> r<0.02 0.00 0.01>
20.10.19 05:23:04.700 37.663109N 122.489273W 28.54C 1005.28| 25.89C 1004.33| 22.54C 1005.85| dv<1.25 0.71 9.66> r<0.03 -0.00 0.01>
20.10.19 05:23:04.800 37.663109N 122.489273W 28.54C 1005.28| 25.88C 1004.38| 22.54C 1005.84| dv<1.25 0.70 9.64> r<0.03 0.00 0.01>
20.10.19 05:23:04.900 37.663109N 122.489273W 28.54C 1005.28| 25.89C 1004.39| 22.54C 1005.83| dv<1.23 0.71 9.61> r<0.03 -0.00 0.01>
20.10.19 05:23:05.000 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.37| 22.55C 1005.84| dv<1.29 0.73 9.62> r<0.02 0.00 0.01>
20.10.19 05:23:05.100 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.36| 22.55C 1005.83| dv<1.26 0.73 9.60> r<0.02 0.00 0.01>
20.10.19 05:23:05.200 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.39| 22.54C 1005.82| dv<1.18 0.74 9.59> r<0.03 0.00 0.01>
20.10.19 05:23:05.300 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.39| 22.54C 1005.85| dv<1.25 0.69 9.65> r<0.03 -0.00 0.01>
20.10.19 05:23:05.400 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.37| 22.55C 1005.86| dv<1.28 0.70 9.67> r<0.03 -0.00 0.01>
20.10.19 05:23:05.500 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.37| 22.54C 1005.83| dv<1.28 0.70 9.67> r<0.03 -0.00 0.01>
20.10.19 05:23:05.600 37.663109N 122.489273W 28.54C 1005.28| 25.89C 1004.39| 22.55C 1005.86| dv<1.20 0.71 9.59> r<0.02 -0.00 0.01>
20.10.19 05:23:05.700 37.663109N 122.489273W 28.54C 1005.28| 25.89C 1004.39| 22.54C 1005.83| dv<1.25 0.71 9.66> r<0.03 0.00 0.01>
20.10.19 05:23:05.800 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.39| 22.55C 1005.86| dv<1.25 0.70 9.58> r<0.03 0.04 0.01>
20.10.19 05:23:05.900 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.40| 22.54C 1005.82| dv<1.30 0.72 9.61> r<0.03 0.00 0.01>
20.10.19 05:23:06.000 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.39| 22.55C 1005.85| dv<1.23 0.71 9.61> r<0.02 -0.00 0.01>
20.10.19 05:23:06.100 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.38| 22.55C 1005.85| dv<1.27 0.75 9.62> r<0.03 0.00 0.01>
20.10.19 05:23:06.200 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.39| 22.54C 1005.81| dv<1.27 0.72 9.64> r<0.03 0.00 0.01>
20.10.19 05:23:06.300 37.663109N 122.489273W 28.54C 1005.28| 25.89C 1004.39| 22.54C 1005.86| dv<1.26 0.73 9.60> r<0.03 0.00 0.01>
20.10.19 05:23:06.400 37.663109N 122.489273W 28.54C 1005.28| 25.89C 1004.38| 22.54C 1005.85| dv<1.23 0.73 9.63> r<0.02 -0.00 0.01>
20.10.19 05:23:06.500 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.39| 22.54C 1005.84| dv<1.24 0.72 9.62> r<0.02 0.00 0.01>
20.10.19 05:23:06.600 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.42| 22.54C 1005.82| dv<1.25 0.72 9.61> r<0.02 -0.00 0.01>
20.10.19 05:23:06.700 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.39| 22.54C 1005.85| dv<1.28 0.70 9.67> r<0.03 -0.00 0.01>
20.10.19 05:23:06.800 37.663109N 122.489273W 28.54C 1005.28| 25.91C 1004.38| 22.54C 1005.84| dv<1.16 0.50 9.55> r<0.02 -0.00 0.01>
20.10.19 05:23:06.900 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.39| 22.53C 1005.82| dv<1.29 0.70 9.60> r<0.03 -0.00 0.01>
20.10.19 05:23:07.000 37.663109N 122.489273W 28.54C 1005.28| 25.91C 1004.39| 22.53C 1005.84| dv<1.26 0.72 9.63> r<0.03 -0.00 0.01>
20.10.19 05:23:07.100 37.663109N 122.489273W 28.54C 1005.28| 25.91C 1004.38| 22.53C 1005.82| dv<1.24 0.72 9.62> r<0.03 -0.00 0.01>
20.10.19 05:23:07.200 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.37| 22.54C 1005.87| dv<1.25 0.71 9.63> r<0.02 -0.00 0.01>
20.10.19 05:23:07.300 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.39| 22.53C 1005.85| dv<1.31 0.69 9.67> r<0.02 -0.00 0.01>
20.10.19 05:23:07.400 37.663109N 122.489273W 28.54C 1005.28| 25.91C 1004.40| 22.54C 1005.86| dv<1.17 0.76 9.59> r<0.03 -0.00 0.01>
20.10.19 05:23:07.500 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.40| 22.53C 1005.84| dv<1.32 0.70 9.75> r<0.02 0.00 0.01>
20.10.19 05:23:07.600 37.663109N 122.489273W 28.54C 1005.28| 25.89C 1004.40| 22.53C 1005.84| dv<1.26 0.67 9.62> r<0.02 0.00 0.01>
20.10.19 05:23:07.700 37.663109N 122.489273W 28.54C 1005.28| 25.90C 1004.38| 22.53C 1005.81| dv<1.29 0.71 9.65> r<0.02 -0.00 0.01>
20.10.19 05:23:07.800 37.663109N 122.489273W 28.54C 1005.28| 25.91C 1004.38| 22.53C 1005.84| dv<1.25 0.69 9.65> r<0.03 -0.00 0.01>
20.10.19 05:23:07.900 37.663109N 122.489273W 28.54C 1005.28| 25.91C 1004.38| 22.53C 1005.87| dv<1.21 0.72 9.65> r<0.02 0.00 0.01>
20.10.19 05:23:08.000 37.663109N 122.489273W 28.54C 1005.28| 25.91C 1004.38| 22.53C 1005.84| dv<1.23 0.73 9.59> r<0.02 0.00 0.01>
20.10.19 05:23:08.100 37.663109N 122.489273W 28.54C 1005.28| 25.91C 1004.38| 22.53C 1005.83| dv<1.28 0.73 9.66> r<0.03 -0.00 0.01>
20.10.19 05:23:08.200 37.663109N 122.489273W 28.54C 1005.28| 25.91C 1004.38| 22.53C 1005.81| dv<1.51 0.72 9.57> r<0.02 0.00 0.01>
20.10.19 05:23:08.300 37.663109N 122.489273W 28.54C 1005.28| 25.91C 1004.38| 22.53C 1005.83| dv<1.27 0.72 9.70> r<0.03 -0.00 0.01>
20.10.19 05:23:08.400 37.663109N 122.489273W 28.54C 1005.28| 25.91C 1004.39| 22.53C 1005.86| dv<1.11 0.86 9.63> r<0.02 -0.00 0.01>
20.10.19 05:23:08.500 37.663109N 122.489273W 28.54C 1005.28| 25.91C 1004.38| 22.53C 1005.84| dv<1.24 0.70 9.58> r<0.02 -0.00 0.01>
20.10.19 05:23:08.600 37.663109N 122.489273W 28.54C 1005.28| 25.91C 1004.40| 22.53C 1005.86| dv<1.26 0.68 9.67> r<0.02 -0.00 0.01>
20.10.19 05:23:08.700 37.663109N 122.489273W 28.54C 1005.28| 25.91C 1004.39| 22.53C 1005.85| dv<1.22 0.70 9.62> r<0.02 0.00 0.01>
20.10.19 05:23:08.800 37.663109N 122.489273W 28.54C 1005.28| 25.91C 1004.37| 22.54C 1005.87| dv<1.27 0.70 9.70> r<0.02 0.00 0.01>
20.10.19 05:23:08.900 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.41| 22.53C 1005.84| dv<1.23 0.70 9.64> r<0.02 -0.00 0.01>
20.10.19 05:23:09.000 37.663109N 122.489273W 28.54C 1005.28| 25.91C 1004.37| 22.54C 1005.87| dv<1.26 0.70 9.61> r<0.03 0.00 0.01>
20.10.19 05:23:09.100 37.663109N 122.489273W 28.54C 1005.28| 25.91C 1004.39| 22.53C 1005.86| dv<1.22 0.72 9.62> r<0.02 0.00 0.01>
20.10.19 05:23:09.200 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.39| 22.53C 1005.86| dv<1.24 0.72 9.62> r<0.02 -0.00 0.01>
20.10.19 05:23:09.300 37.663109N 122.489273W 28.54C 1005.28| 25.91C 1004.39| 22.53C 1005.82| dv<1.16 0.81 9.69> r<0.02 0.00 0.01>
20.10.19 05:23:09.400 37.663109N 122.489273W 28.54C 1005.28| 25.91C 1004.38| 22.53C 1005.85| dv<1.23 0.71 9.59> r<0.02 -0.00 0.01>
20.10.19 05:23:09.500 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.38| 22.53C 1005.84| dv<1.25 0.72 9.66> r<0.02 0.00 0.01>
20.10.19 05:23:09.600 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.39| 22.52C 1005.84| dv<1.25 0.68 9.64> r<0.02 0.00 0.01>
20.10.19 05:23:09.700 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.36| 22.52C 1005.86| dv<1.26 0.68 9.69> r<0.02 -0.00 0.01>
20.10.19 05:23:09.800 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.39| 22.52C 1005.87| dv<1.26 0.72 9.64> r<0.02 -0.00 0.01>
20.10.19 05:23:09.900 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.38| 22.52C 1005.82| dv<1.24 0.72 9.63> r<0.03 -0.00 0.02>
20.10.19 05:23:10.000 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.38| 22.52C 1005.84| dv<1.22 0.73 9.66> r<0.02 -0.00 0.01>
20.10.19 05:23:10.100 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.39| 22.51C 1005.83| dv<1.24 0.70 9.62> r<0.02 0.01 0.01>
20.10.19 05:23:10.200 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.40| 22.51C 1005.83| dv<1.26 0.72 9.64> r<0.02 0.00 0.01>
20.10.19 05:23:10.300 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.38| 22.51C 1005.82| dv<1.26 0.72 9.64> r<0.02 -0.00 0.01>
20.10.19 05:23:10.400 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.36| 22.51C 1005.83| dv<1.25 0.73 9.62> r<0.02 0.00 0.01>
20.10.19 05:23:10.500 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.40| 22.51C 1005.84| dv<1.25 0.68 9.64> r<0.02 -0.00 0.01>
20.10.19 05:23:10.600 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.39| 22.51C 1005.84| dv<1.28 0.73 9.65> r<0.03 -0.00 0.01>
20.10.19 05:23:10.700 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.37| 22.51C 1005.85| dv<1.26 0.74 9.62> r<0.02 0.00 0.01>
20.10.19 05:23:10.800 37.663109N 122.489273W 28.54C 1005.28| 25.91C 1004.39| 22.51C 1005.86| dv<1.20 0.73 9.57> r<0.02 -0.00 0.01>
20.10.19 05:23:10.900 37.663109N 122.489273W 28.54C 1005.28| 25.91C 1004.38| 22.51C 1005.79| dv<1.27 0.72 9.66> r<0.02 -0.00 0.01>
20.10.19 05:23:11.000 37.663109N 122.489273W 28.54C 1005.28| 25.91C 1004.39| 22.51C 1005.84| dv<1.27 0.74 9.68> r<0.02 -0.00 0.01>
20.10.19 05:23:11.100 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.37| 22.51C 1005.83| dv<1.28 0.73 9.63> r<0.02 -0.00 0.01>
20.10.19 05:23:11.200 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.38| 22.51C 1005.86| dv<1.24 0.76 9.66> r<0.03 -0.00 0.01>
20.10.19 05:23:11.300 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.40| 22.51C 1005.82| dv<1.31 0.71 9.60> r<0.02 0.00 0.01>
20.10.19 05:23:11.400 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.39| 22.50C 1005.84| dv<1.23 0.70 9.65> r<0.02 -0.00 0.01>
20.10.19 05:23:11.500 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.37| 22.50C 1005.83| dv<1.26 0.73 9.59> r<0.03 0.00 0.01>
20.10.19 05:23:11.600 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.38| 22.51C 1005.86| dv<1.27 0.70 9.67> r<0.02 0.00 0.01>
20.10.19 05:23:11.700 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.38| 22.50C 1005.82| dv<1.26 0.71 9.62> r<0.03 -0.00 0.01>
20.10.19 05:23:11.800 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.39| 22.50C 1005.84| dv<1.26 0.72 9.62> r<0.02 -0.00 0.01>
20.10.19 05:23:11.900 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.38| 22.50C 1005.84| dv<1.22 0.70 9.62> r<0.03 -0.00 0.01>
20.10.19 05:23:12.000 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.39| 22.51C 1005.84| dv<1.25 0.73 9.68> r<0.03 -0.00 0.01>
20.10.19 05:23:12.100 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.38| 22.51C 1005.86| dv<1.25 0.71 9.63> r<0.02 0.00 0.01>
20.10.19 05:23:12.200 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.40| 22.50C 1005.84| dv<1.24 0.70 9.59> r<0.03 0.00 0.01>
20.10.19 05:23:12.300 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.37| 22.51C 1005.82| dv<1.26 0.70 9.65> r<0.02 -0.00 0.01>
20.10.19 05:23:12.400 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.38| 22.50C 1005.81| dv<1.27 0.74 9.66> r<0.02 0.00 0.01>
20.10.19 05:23:12.500 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.39| 22.50C 1005.83| dv<1.25 0.70 9.60> r<0.03 -0.00 0.01>
20.10.19 05:23:12.600 37.663109N 122.489273W 28.54C 1005.28| 25.91C 1004.36| 22.51C 1005.85| dv<1.26 0.72 9.67> r<0.02 -0.00 0.01>
20.10.19 05:23:12.700 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.39| 22.50C 1005.83| dv<1.24 0.70 9.63> r<0.03 -0.00 0.01>
20.10.19 05:23:12.800 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.37| 22.50C 1005.81| dv<1.24 0.70 9.64> r<0.03 -0.00 0.01>
20.10.19 05:23:12.900 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.38| 22.51C 1005.84| dv<1.26 0.70 9.64> r<0.03 -0.00 0.01>
20.10.19 05:23:13.000 37.663109N 122.489273W 28.54C 1005.28| 25.92C 1004.40| 22.51C 1005.82| dv<1.26 0.68 9.63> r<0.02 -0.00 0.01>
20.10.19 05:23:13.100 37.663109N 122.489273W 28.54C 1005.28| 25.93C 1004.39| 22.51C 1005.84| dv<1.26 0.70 9.59> r<0.02 0.00 0.01>
20.10.19 05:23:13.200 37.663109N 122.489273W 28.54C 1005.28| 25.93C 1004.38| 22.51C 1005.82| dv<1.24 0.70 9.64> r<0.02 -0.00 0.01>
20.10.19 05:23:13.300 37.663109N 122.489273W 28.54C 1005.28| 25.93C 1004.41| 22.50C 1005.82| dv<1.22 0.73 9.64> r<0.02 -0.00 0.01>
20.10.19 05:23:13.400 37.663109N 122.489273W 28.54C 1005.28| 25.93C 1004.38| 22.51C 1005.85| dv<1.25 0.69 9.59> r<0.02 -0.00 0.01>
20.10.19 05:23:13.500 37.663109N 122.489273W 28.54C 1005.28| 25.93C 1004.39| 22.51C 1005.87| dv<1.24 0.69 9.66> r<0.02 -0.00 0.01>
20.10.19 05:23:13.600 37.663109N 122.489273W 28.54C 1005.28| 25.93C 1004.40| 22.51C 1005.87| dv<1.23 0.73 9.70> r<0.03 -0.00 0.01>
20.10.19 05:23:13.700 37.663109N 122.489273W 28.54C 1005.28| 25.93C 1004.40| 22.50C 1005.82| dv<1.27 0.74 9.66> r<0.02 -0.00 0.01>
20.10.19 05:23:13.800 37.663109N 122.489273W 28.54C 1005.28| 25.94C 1004.41| 22.51C 1005.84| dv<1.24 0.70 9.64> r<0.03 0.00 0.01>
20.10.19 05:23:13.900 37.663109N 122.489273W 28.54C 1005.28| 25.94C 1004.40| 22.51C 1005.85| dv<1.26 0.72 9.67> r<0.02 -0.00 0.01>
20.10.19 05:23:14.000 37.663109N 122.489273W 28.54C 1005.28| 25.94C 1004.39| 22.50C 1005.84| dv<1.28 0.72 9.66> r<0.02 0.00 0.01>
20.10.19 05:23:14.100 37.663109N 122.489273W 28.54C 1005.28| 25.93C 1004.39| 22.51C 1005.84| dv<1.24 0.70 9.60> r<0.02 0.00 0.01>
20.10.19 05:23:14.200 37.663109N 122.489273W 28.54C 1005.28| 25.94C 1004.40| 22.51C 1005.85| dv<1.24 0.69 9.64> r<0.02 -0.00 0.01>
20.10.19 05:23:14.300 37.663109N 122.489273W 28.54C 1005.28| 25.94C 1004.39| 22.50C 1005.83| dv<1.22 0.71 9.63> r<0.03 0.00 0.01>
20.10.19 05:23:14.400 37.663109N 122.489273W 28.54C 1005.28| 25.94C 1004.41| 22.50C 1005.83| dv<1.26 0.70 9.63> r<0.02 -0.00 0.01>
20.10.19 05:23:14.500 37.663109N 122.489273W 28.54C 1005.28| 25.94C 1004.39| 22.50C 1005.81| dv<1.26 0.72 9.61> r<0.02 0.00 0.01>
20.10.19 05:23:14.600 37.663109N 122.489273W 28.54C 1005.28| 25.94C 1004.39| 22.50C 1005.84| dv<1.26 0.72 9.66> r<0.03 0.00 0.01>
20.10.19 05:23:14.700 37.663109N 122.489273W 28.54C 1005.28| 25.93C 1004.37| 22.50C 1005.81| dv<1.26 0.70 9.68> r<0.02 -0.00 0.01>
20.10.19 05:23:14.800 37.663109N 122.489273W 28.54C 1005.28| 25.94C 1004.39| 22.50C 1005.84| dv<1.28 0.72 9.65> r<0.02 -0.00 0.01>
20.10.19 05:23:14.900 37.663109N 122.489273W 28.54C 1005.28| 25.94C 1004.40| 22.50C 1005.84| dv<1.27 0.71 9.57> r<0.02 -0.00 0.01>
20.10.19 05:23:15.000 37.663109N 122.489273W 28.54C 1005.28| 25.93C 1004.38| 22.50C 1005.85| dv<1.21 0.69 9.65> r<0.03 0.00 0.01>
20.10.19 05:23:15.100 37.663109N 122.489273W 28.54C 1005.28| 25.94C 1004.37| 22.51C 1005.84| dv<1.26 0.71 9.69> r<0.02 -0.00 0.01>
20.10.19 05:23:15.200 37.663109N 122.489273W 28.54C 1005.28| 25.94C 1004.40| 22.50C 1005.88| dv<1.23 0.68 9.60> r<0.02 0.00 0.01>
20.10.19 05:23:15.300 37.663109N 122.489273W 28.54C 1005.28| 25.93C 1004.39| 22.50C 1005.84| dv<1.22 0.70 9.62> r<0.02 -0.00 0.01>
20.10.19 05:23:15.400 37.663109N 122.489273W 28.54C 1005.28| 25.94C 1004.39| 22.50C 1005.87| dv<1.27 0.70 9.64> r<0.02 -0.00 0.01>
20.10.19 05:23:15.500 37.663109N 122.489273W 28.54C 1005.28| 25.94C 1004.38| 22.50C 1005.86| dv<1.28 0.72 9.61> r<0.02 -0.00 0.01>
20.10.19 05:23:15.600 37.663109N 122.489273W 28.54C 1005.28| 25.94C 1004.39| 22.50C 1005.85| dv<1.27 0.76 9.58> r<0.02 -0.00 0.01>
20.10.19 05:23:15.700 37.663109N 122.489273W 28.54C 1005.28| 25.94C 1004.40| 22.50C 1005.83| dv<1.26 0.72 9.60> r<0.02 0.00 0.01>
20.10.19 05:23:15.800 37.663109N 122.489273W 28.54C 1005.28| 25.94C 1004.37| 22.50C 1005.80| dv<1.25 0.71 9.66> r<0.02 -0.00 0.01>
20.10.19 05:23:15.900 37.663109N 122.489273W 28.54C 1005.28| 25.94C 1004.39| 22.50C 1005.81| dv<1.29 0.73 9.63> r<0.03 0.00 0.01>
20.10.19 05:23:16.000 37.663109N 122.489273W 28.54C 1005.28| 25.94C 1004.38| 22.50C 1005.81| dv<1.24 0.73 9.61> r<0.02 0.00 0.01>
20.10.19 05:23:16.100 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.39| 22.50C 1005.85| dv<1.25 0.75 9.67> r<0.02 0.00 0.01>
20.10.19 05:23:16.200 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.41| 22.50C 1005.81| dv<1.28 0.71 9.61> r<0.02 -0.00 0.01>
20.10.19 05:23:16.300 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.39| 22.50C 1005.85| dv<1.27 0.71 9.60> r<0.02 -0.00 0.01>
20.10.19 05:23:16.400 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.41| 22.50C 1005.83| dv<1.23 0.73 9.62> r<0.02 0.00 0.01>
20.10.19 05:23:16.500 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.39| 22.50C 1005.82| dv<1.27 0.71 9.66> r<0.03 -0.00 0.01>
20.10.19 05:23:16.600 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.39| 22.50C 1005.87| dv<1.26 0.71 9.61> r<0.02 0.00 0.01>
20.10.19 05:23:16.700 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.39| 22.50C 1005.86| dv<1.23 0.72 9.60> r<0.02 0.00 0.01>
20.10.19 05:23:16.800 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.41| 22.50C 1005.86| dv<1.26 0.71 9.62> r<0.03 -0.00 0.01>
20.10.19 05:23:16.900 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.39| 22.50C 1005.84| dv<1.53 0.69 9.62> r<0.03 -0.00 0.01>
20.10.19 05:23:17.000 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.37| 22.50C 1005.83| dv<1.25 0.69 9.65> r<0.02 -0.00 0.01>
20.10.19 05:23:17.100 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.41| 22.50C 1005.82| dv<1.26 0.73 9.67> r<0.02 -0.00 0.01>
20.10.19 05:23:17.200 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.38| 22.50C 1005.85| dv<1.25 0.71 9.68> r<0.03 -0.00 0.01>
20.10.19 05:23:17.300 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.41| 22.50C 1005.83| dv<1.22 0.72 9.61> r<0.02 0.00 0.01>
20.10.19 05:23:17.400 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.39| 22.50C 1005.83| dv<1.25 0.71 9.68> r<0.03 0.00 0.01>
20.10.19 05:23:17.500 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.40| 22.50C 1005.81| dv<1.25 0.70 9.66> r<0.02 -0.00 0.01>
20.10.19 05:23:17.600 37.663109N 122.489273W 28.54C 1005.28| 25.96C 1004.39| 22.50C 1005.80| dv<1.22 0.68 9.66> r<0.03 -0.00 0.01>
20.10.19 05:23:17.700 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.38| 22.50C 1005.84| dv<1.23 0.71 9.58> r<0.02 -0.00 0.01>
20.10.19 05:23:17.800 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.37| 22.50C 1005.85| dv<1.24 0.72 9.65> r<0.02 -0.00 0.01>
20.10.19 05:23:17.900 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.38| 22.50C 1005.83| dv<1.25 0.73 9.63> r<0.03 0.00 0.01>
20.10.19 05:23:18.000 37.663109N 122.489273W 28.54C 1005.28| 25.95C 1004.38| 22.50C 1005.82| dv<1.22 0.74 9.62> r<0.03 -0.00 0.01>
